select count(*) count, SID, json_group_array(distinct SoundFile) uniq_files, json_group_array(distinct Ex) uniq_exs, json_group_array(SoundFile) files, json_group_array(Ex) exs from examples group by SID having count > 1 order by count desc;
count	SID	uniq_files	uniq_exs	files	exs
12	1284	["x","htm_1284.wav"]	["マー⸢ズン⸣　ア⸢ザ⸣ディー","⸢バン⸣ヌン　ア⸢ジ⸣プサン","カ⸢ヌ⸣　プ⸢スヌ⸣　ア⸢ズ⸣カー　⸢バン⸣ヌン　ア⸢ズン","ク⸢リンナー⸣ニ　ア⸢ズ⸣　プ⸢ソー⸣　ブ⸢ラーヌ","⸢マー⸣ビン　ア⸢ジシゥカシェー⸣　ミサムヌ　","⸣バーン　ア⸢ジ⸣バ"]	["x","x","x","x","x","x","htm_1284.wav","htm_1284.wav","htm_1284.wav","htm_1284.wav","htm_1284.wav","htm_1284.wav"]	["マー⸢ズン⸣　ア⸢ザ⸣ディー","⸢バン⸣ヌン　ア⸢ジ⸣プサン","カ⸢ヌ⸣　プ⸢スヌ⸣　ア⸢ズ⸣カー　⸢バン⸣ヌン　ア⸢ズン","ク⸢リンナー⸣ニ　ア⸢ズ⸣　プ⸢ソー⸣　ブ⸢ラーヌ","⸢マー⸣ビン　ア⸢ジシゥカシェー⸣　ミサムヌ　","⸣バーン　ア⸢ジ⸣バ","カ⸢ヌ⸣　プ⸢スヌ⸣　ア⸢ズ⸣カー　⸢バン⸣ヌン　ア⸢ズン","ク⸢リンナー⸣ニ　ア⸢ズ⸣　プ⸢ソー⸣　ブ⸢ラーヌ","⸢マー⸣ビン　ア⸢ジシゥカシェー⸣　ミサムヌ　","マー⸢ズン⸣　ア⸢ザ⸣ディー","⸢バン⸣ヌン　ア⸢ジ⸣プサン","⸣バーン　ア⸢ジ⸣バ"]
11	23163	["htm_23163.wav"]	["トゥ⸢ラディマリ","ン⸢マ⸣ディマリ","⸢トゥンディマリ","⸢イン⸣ディマリ","ウ⸢シディマリ","タ⸢チディマリ","⸢ミーディマリ","ピ⸢チディマリ","⸢ビーディマリ","⸣ウディマリ","⸣サディマリ"]	["htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav","htm_23163.wav"]	["トゥ⸢ラディマリ","ン⸢マ⸣ディマリ","⸢トゥンディマリ","⸢イン⸣ディマリ","ウ⸢シディマリ","タ⸢チディマリ","⸢ミーディマリ","ピ⸢チディマリ","⸢ビーディマリ","⸣ウディマリ","⸣サディマリ"]
10	31473	["htm_31473.wav","x"]	["バ⸢サン⸣パームチ","カ⸢サン⸣パームチ","サ⸢ミンパームチ","⸢プール⸣ムチ","⸢キールムチ","⸢アンム⸣チ","バ⸢タム⸣チ","⸢アーム⸣チ","ア⸢ガムチ","⸢ウンヌ⸣ムチ"]	["htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","htm_31473.wav","x"]	["バ⸢サン⸣パームチ","カ⸢サン⸣パームチ","サ⸢ミンパームチ","⸢プール⸣ムチ","⸢キールムチ","⸢アンム⸣チ","バ⸢タム⸣チ","⸢アーム⸣チ","ア⸢ガムチ","⸢ウンヌ⸣ムチ"]
9	30410	["htm_30410.wav"]	["⸢イ⸣チ","⸢ム⸣ー","⸣ククヌ","⸢トゥー","⸢フー","⸢ミー","⸢ユー","⸣ナナ","⸢ヤー"]	["htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav","htm_30410.wav"]	["⸢イ⸣チ","⸢ム⸣ー","⸣ククヌ","⸢トゥー","⸢フー","⸢ミー","⸢ユー","⸣ナナ","⸢ヤー"]
9	20667	["htm_20667.wav"]	["イ⸢チッ⸣ク","ナ⸢ナッ⸣ク","ク⸢ヌッ⸣ク","フ⸢タック","⸢トゥック","⸢ミック","⸢ユック","⸢ムック","⸢ヤック"]	["htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav","htm_20667.wav"]	["イ⸢チッ⸣ク","ナ⸢ナッ⸣ク","ク⸢ヌッ⸣ク","フ⸢タック","⸢トゥック","⸢ミック","⸢ユック","⸢ムック","⸢ヤック"]
9	19794	["htm_19794.wav"]	["⸢イ⸣チ","⸢トゥー","⸢ター","⸢ミー","⸢ユー","⸢ムー","⸣ナナ","⸢ヤー","⸣クヌ"]	["htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav","htm_19794.wav"]	["⸢イ⸣チ","⸢トゥー","⸢ター","⸢ミー","⸢ユー","⸢ムー","⸣ナナ","⸢ヤー","⸣クヌ"]
8	20676	["htm_20676.wav"]	["イ⸢チッ⸣チン","ナ⸢ナッ⸣チン","ク⸢ヌッ⸣チン","フ⸢タッチン","⸢ミッチン","⸢ユッチン","⸢ムッチン","⸢ヤッチン"]	["htm_20676.wav","htm_20676.wav","htm_20676.wav","htm_20676.wav","htm_20676.wav","htm_20676.wav","htm_20676.wav","htm_20676.wav"]	["イ⸢チッ⸣チン","ナ⸢ナッ⸣チン","ク⸢ヌッ⸣チン","フ⸢タッチン","⸢ミッチン","⸢ユッチン","⸢ムッチン","⸢ヤッチン"]
8	20204	["htm_20204.wav"]	["⸢サン⸣トゥ","ル⸢ク⸣トゥ","ナ⸢ナ⸣トゥ","⸢ハッ⸣トゥ","⸢キュートゥ","⸢ユントゥ","⸣ニトゥ","グ⸢トゥ"]	["htm_20204.wav","htm_20204.wav","htm_20204.wav","htm_20204.wav","htm_20204.wav","htm_20204.wav","htm_20204.wav","htm_20204.wav"]	["⸢サン⸣トゥ","ル⸢ク⸣トゥ","ナ⸢ナ⸣トゥ","⸢ハッ⸣トゥ","⸢キュートゥ","⸢ユントゥ","⸣ニトゥ","グ⸢トゥ"]
8	19705	["htm_19705.wav"]	["ク⸢クヌ⸣ティ","イ⸢チ⸣ティ","ナ⸢ナ⸣ティ","フ⸢タティ","⸢ミーティ","⸢ユーティ","⸢ムーティ","⸢ヤーティ"]	["htm_19705.wav","htm_19705.wav","htm_19705.wav","htm_19705.wav","htm_19705.wav","htm_19705.wav","htm_19705.wav","htm_19705.wav"]	["ク⸢クヌ⸣ティ","イ⸢チ⸣ティ","ナ⸢ナ⸣ティ","フ⸢タティ","⸢ミーティ","⸢ユーティ","⸢ムーティ","⸢ヤーティ"]
8	3845	["htm_3845.wav"]	["ク⸢クヌ⸣ウー","イ⸢チ⸣ウー","ナ⸢ナ⸣ウー","フ⸢タウー","⸢ミーウー","⸢ユーウー","⸢ムーウー","⸢ヤーウー"]	["htm_3845.wav","htm_3845.wav","htm_3845.wav","htm_3845.wav","htm_3845.wav","htm_3845.wav","htm_3845.wav","htm_3845.wav"]	["ク⸢クヌ⸣ウー","イ⸢チ⸣ウー","ナ⸢ナ⸣ウー","フ⸢タウー","⸢ミーウー","⸢ユーウー","⸢ムーウー","⸢ヤーウー"]
8	3458	["htm_3458.wav","x"]	["イ⸢チ⸣イル","⸢ムーイル","ナ⸢ナ⸣ヒル","⸢ヤーヒル","ク⸢ヌ⸣ヒル","⸢トゥーヒル"]	["htm_3458.wav","x","htm_3458.wav","x","htm_3458.wav","htm_3458.wav","htm_3458.wav","htm_3458.wav"]	["イ⸢チ⸣イル","⸢ムーイル","ナ⸢ナ⸣ヒル","⸢ヤーヒル","ク⸢ヌ⸣ヒル","⸢トゥーヒル","⸢ムーイル","⸢ヤーヒル"]
5	28815	["htm_28815.wav"]	["⸢ルッ⸣プン","⸣サンブン","⸢ヨンプン","⸣ニフン","グ⸢フン"]	["htm_28815.wav","htm_28815.wav","htm_28815.wav","htm_28815.wav","htm_28815.wav"]	["⸢ルッ⸣プン","⸣サンブン","⸢ヨンプン","⸣ニフン","グ⸢フン"]
5	8997	["htm_8997.wav"]	["⸢ヤシキ⸣ヌ　⸣カン","パ⸢ナシキヌ⸣　カン","ヤ⸢マ⸣ヌ　⸣カン","ミ⸢ジヌ⸣　カン","ピ⸢ナカン"]	["htm_8997.wav","htm_8997.wav","htm_8997.wav","htm_8997.wav","htm_8997.wav"]	["⸢ヤシキ⸣ヌ　⸣カン","パ⸢ナシキヌ⸣　カン","ヤ⸢マ⸣ヌ　⸣カン","ミ⸢ジヌ⸣　カン","ピ⸢ナカン"]
4	31688	["htm_31688.wav"]	["ウ⸢キナー⸣ムニ","イ⸢ツマン⸣ムニ","イ⸢サナキムニ","⸢ヤイマムニ"]	["htm_31688.wav","htm_31688.wav","htm_31688.wav","htm_31688.wav"]	["ウ⸢キナー⸣ムニ","イ⸢ツマン⸣ムニ","イ⸢サナキムニ","⸢ヤイマムニ"]
4	17768	["x","htm_17768.wav"]	["⸢マータク","シ⸢ブクダキ","⸢ダイ⸣マー"]	["x","htm_17768.wav","htm_17768.wav","htm_17768.wav"]	["⸢マータク","シ⸢ブクダキ","⸢ダイ⸣マー","⸢マータク"]
4	16354	["htm_16354.wav"]	["⸢オン⸣デー","⸣ニーバル","カ⸢タカシ","⸢ボー⸣ダ"]	["htm_16354.wav","htm_16354.wav","htm_16354.wav","htm_16354.wav"]	["⸢オン⸣デー","⸣ニーバル","カ⸢タカシ","⸢ボー⸣ダ"]
4	4372	["htm_4372.wav"]	["ウ⸢シヌ⸣ウガン","ウ⸢シヌ⸣ヤー","⸢ミー⸣ウシ","ウ⸢シマキ"]	["htm_4372.wav","htm_4372.wav","htm_4372.wav","htm_4372.wav"]	["ウ⸢シヌ⸣ウガン","ウ⸢シヌ⸣ヤー","⸢ミー⸣ウシ","ウ⸢シマキ"]
4	3460	["x","htm_3460.wav"]	["⸣ニジッピル","⸣サンジッピル","⸢ヒャッ⸣ピル"]	["x","htm_3460.wav","htm_3460.wav","htm_3460.wav"]	["⸣ニジッピル","⸣サンジッピル","⸢ヒャッ⸣ピル","⸣ニジッピル"]
4	3031	["htm_3031.wav"]	["⸢イッ⸣タン","⸢イッキン","⸢イッパン","⸢イップン"]	["htm_3031.wav","htm_3031.wav","htm_3031.wav","htm_3031.wav"]	["⸢イッ⸣タン","⸢イッキン","⸢イッパン","⸢イップン"]
4	2899	["htm_2899.wav"]	["⸣サンカクマシ","ウ⸢ブ⸣マシ","⸢ナー⸣マシ","マ⸢ルマシ"]	["htm_2899.wav","htm_2899.wav","htm_2899.wav","htm_2899.wav"]	["⸣サンカクマシ","ウ⸢ブ⸣マシ","⸢ナー⸣マシ","マ⸢ルマシ"]
4	2373	["htm_2373.wav"]	["⸣バー　⸣クナーティ　マ⸢タイ","トゥ⸢バイ","カ⸢カイ","パ⸢ガイ"]	["htm_2373.wav","htm_2373.wav","htm_2373.wav","htm_2373.wav"]	["⸣バー　⸣クナーティ　マ⸢タイ","トゥ⸢バイ","カ⸢カイ","パ⸢ガイ"]
4	2359	["htm_2359.wav"]	["サ⸢カ⸣ヤンマー","⸢モー⸣サンマ","マ⸢ナ⸣サンマ","⸣カマンマ"]	["htm_2359.wav","htm_2359.wav","htm_2359.wav","htm_2359.wav"]	["サ⸢カ⸣ヤンマー","⸢モー⸣サンマ","マ⸢ナ⸣サンマ","⸣カマンマ"]
4	1413	["x","htm_1413.wav"]	["⸢ワー⸣　ア⸢ス⸣カー　⸢バン⸣ヌン　ア⸢スン","ア⸢ス⸣クトー　ア⸢スヌ⸣　アトー　ッ⸢サン⸠ダ"]	["x","x","htm_1413.wav","htm_1413.wav"]	["⸢ワー⸣　ア⸢ス⸣カー　⸢バン⸣ヌン　ア⸢スン","ア⸢ス⸣クトー　ア⸢スヌ⸣　アトー　ッ⸢サン⸠ダ","⸢ワー⸣　ア⸢ス⸣カー　⸢バン⸣ヌン　ア⸢スン","ア⸢ス⸣クトー　ア⸢スヌ⸣　アトー　ッ⸢サン⸠ダ"]
3	33664	["htm_33664.wav"]	["ミ⸢ツァール","フ⸢タール","ユ⸢タール"]	["htm_33664.wav","htm_33664.wav","htm_33664.wav"]	["ミ⸢ツァール","フ⸢タール","ユ⸢タール"]
3	32175	["htm_32175.wav"]	["⸢アンタヌ⸣　ピ⸢サ","⸢インタヌ⸣　ピ⸢サ","⸣シンタヌ　ピ⸢サ"]	["htm_32175.wav","htm_32175.wav","htm_32175.wav"]	["⸢アンタヌ⸣　ピ⸢サ","⸢インタヌ⸣　ピ⸢サ","⸣シンタヌ　ピ⸢サ"]
3	31402	["htm_31402.wav"]	["イ⸢チム⸣シ","⸢ギュームシ","⸢ユームシ"]	["htm_31402.wav","htm_31402.wav","htm_31402.wav"]	["イ⸢チム⸣シ","⸢ギュームシ","⸢ユームシ"]
3	28817	["htm_28817.wav"]	["⸢ハッ⸣プン","⸢キューフン","⸣ジップン"]	["htm_28817.wav","htm_28817.wav","htm_28817.wav"]	["⸢ハッ⸣プン","⸢キューフン","⸣ジップン"]
3	22860	["htm_22860.wav"]	["⸢サンニチ","ユ⸢ニチ","グ⸢ニチ"]	["htm_22860.wav","htm_22860.wav","htm_22860.wav"]	["⸢サンニチ","ユ⸢ニチ","グ⸢ニチ"]
3	22699	["x","htm_22699.wav"]	["⸢ニーブヤーヤ⸣　キューンタ　ア⸢サ⸣ニビ　⸢シー　ベー⸣バン⸢ナー"]	["x","htm_22699.wav","htm_22699.wav"]	["⸢ニーブヤーヤ⸣　キューンタ　ア⸢サ⸣ニビ　⸢シー　ベー⸣バン⸢ナー","⸢ニーブヤーヤ⸣　キューンタ　ア⸢サ⸣ニビ　⸢シー　ベー⸣バン⸢ナー","⸢ニーブヤーヤ⸣　キューンタ　ア⸢サ⸣ニビ　⸢シー　ベー⸣バン⸢ナー"]
3	15625	["x","htm_15625.wav"]	["⸣ドゥーシ　シ⸢ミ⸣リ"]	["x","htm_15625.wav","x"]	["⸣ドゥーシ　シ⸢ミ⸣リ","⸣ドゥーシ　シ⸢ミ⸣リ","⸣ドゥーシ　シ⸢ミ⸣リ"]
3	15368	["x","htm_15368.wav"]	["ウ⸢レー⸣　シ⸢ベー　ナーン⸣プス　ヤ⸢ルムヌ⸣　ア⸢トゥ⸣ヌ　シ⸢マチェー　タール⸣　シ⸢キル⸣ワ"]	["x","htm_15368.wav","x"]	["ウ⸢レー⸣　シ⸢ベー　ナーン⸣プス　ヤ⸢ルムヌ⸣　ア⸢トゥ⸣ヌ　シ⸢マチェー　タール⸣　シ⸢キル⸣ワ","ウ⸢レー⸣　シ⸢ベー　ナーン⸣プス　ヤ⸢ルムヌ⸣　ア⸢トゥ⸣ヌ　シ⸢マチェー　タール⸣　シ⸢キル⸣ワ","ウ⸢レー⸣　シ⸢ベー　ナーン⸣プス　ヤ⸢ルムヌ⸣　ア⸢トゥ⸣ヌ　シ⸢マチェー　タール⸣　シ⸢キル⸣ワ"]
3	13813	["x","htm_13813.wav"]	["シ⸢ガーシェー⸣　ミサムヌ"]	["x","htm_13813.wav","htm_13813.wav"]	["シ⸢ガーシェー⸣　ミサムヌ","シ⸢ガーシェー⸣　ミサムヌ","シ⸢ガーシェー⸣　ミサムヌ"]
3	11920	["htm_11920.wav"]	["⸢ベーター","⸢ターター","⸢ワター"]	["htm_11920.wav","htm_11920.wav","htm_11920.wav"]	["⸢ベーター","⸢ターター","⸢ワター"]
3	9763	["htm_9763.wav"]	["イ⸢チ⸣キタ","⸢ミーキタ","⸢ユーキタ"]	["htm_9763.wav","htm_9763.wav","htm_9763.wav"]	["イ⸢チ⸣キタ","⸢ミーキタ","⸢ユーキタ"]
3	9390	["x","htm_9390.wav"]	["⸣マー　ン⸢ベーマ　キーパツァー⸣レー　⸣ミサムヌ"]	["x","htm_9390.wav","htm_9390.wav"]	["⸣マー　ン⸢ベーマ　キーパツァー⸣レー　⸣ミサムヌ","⸣マー　ン⸢ベーマ　キーパツァー⸣レー　⸣ミサムヌ","⸣マー　ン⸢ベーマ　キーパツァー⸣レー　⸣ミサムヌ"]
3	9389	["x","htm_9389.wav"]	["⸢キーパツァー⸣　ナリ　⸢キー⸣ブバン"]	["x","htm_9389.wav","htm_9389.wav"]	["⸢キーパツァー⸣　ナリ　⸢キー⸣ブバン","⸢キーパツァー⸣　ナリ　⸢キー⸣ブバン","⸢キーパツァー⸣　ナリ　⸢キー⸣ブバン"]
3	9388	["x","htm_9388.wav"]	["⸢キーパツァー⸣ンティ　ス⸢クタンドゥ　ナン⸣ゾー　⸢キーパツァー　ナー⸣ヌ"]	["x","htm_9388.wav","htm_9388.wav"]	["⸢キーパツァー⸣ンティ　ス⸢クタンドゥ　ナン⸣ゾー　⸢キーパツァー　ナー⸣ヌ","⸢キーパツァー⸣ンティ　ス⸢クタンドゥ　ナン⸣ゾー　⸢キーパツァー　ナー⸣ヌ","⸢キーパツァー⸣ンティ　ス⸢クタンドゥ　ナン⸣ゾー　⸢キーパツァー　ナー⸣ヌ"]
3	9271	["x","htm_9271.wav"]	["⸢パイ⸣ターヌ　⸢ギームドゥロー⸣　イダフニバ　⸢クイ⸣ヤーティル　⸢オーッタ⸣ル"]	["x","htm_9271.wav","htm_9271.wav"]	["⸢パイ⸣ターヌ　⸢ギームドゥロー⸣　イダフニバ　⸢クイ⸣ヤーティル　⸢オーッタ⸣ル","⸢パイ⸣ターヌ　⸢ギームドゥロー⸣　イダフニバ　⸢クイ⸣ヤーティル　⸢オーッタ⸣ル","⸢パイ⸣ターヌ　⸢ギームドゥロー⸣　イダフニバ　⸢クイ⸣ヤーティル　⸢オーッタ⸣ル"]
3	9221	["x","htm_9221.wav"]	["⸢ニンガイグトゥ⸣ヌ　⸢グヮンプトゥ⸣ケー　キ⸢チゴン⸣ナーティル　⸢ソーッ⸣タミー"]	["x","htm_9221.wav","htm_9221.wav"]	["⸢ニンガイグトゥ⸣ヌ　⸢グヮンプトゥ⸣ケー　キ⸢チゴン⸣ナーティル　⸢ソーッ⸣タミー","⸢ニンガイグトゥ⸣ヌ　⸢グヮンプトゥ⸣ケー　キ⸢チゴン⸣ナーティル　⸢ソーッ⸣タミー","⸢ニンガイグトゥ⸣ヌ　⸢グヮンプトゥ⸣ケー　キ⸢チゴン⸣ナーティル　⸢ソーッ⸣タミー"]
3	7731	["htm_7731.wav","x"]	["ガ⸢ギリ"]	["htm_7731.wav","htm_7731.wav","x"]	["ガ⸢ギリ","ガ⸢ギリ","ガ⸢ギリ"]
3	7339	["x","htm_7339.wav"]	["カ⸢キッツァー⸣ス　プ⸢ソー⸣　カ⸢キッツァー⸣シ"]	["x","htm_7339.wav","htm_7339.wav"]	["カ⸢キッツァー⸣ス　プ⸢ソー⸣　カ⸢キッツァー⸣シ","カ⸢キッツァー⸣ス　プ⸢ソー⸣　カ⸢キッツァー⸣シ","カ⸢キッツァー⸣ス　プ⸢ソー⸣　カ⸢キッツァー⸣シ"]
3	6021	["htm_6021.wav","x"]	["ウ⸢ラサ⸣ヌ"]	["htm_6021.wav","x","htm_6021.wav"]	["ウ⸢ラサ⸣ヌ","ウ⸢ラサ⸣ヌ","ウ⸢ラサ⸣ヌ"]
3	5084	["x","htm_5084.wav"]	["⸢キーヌ⸣　ウイラ　⸣ウトゥン"]	["x","htm_5084.wav","htm_5084.wav"]	["⸢キーヌ⸣　ウイラ　⸣ウトゥン","⸢キーヌ⸣　ウイラ　⸣ウトゥン","⸢キーヌ⸣　ウイラ　⸣ウトゥン"]
3	3029	["htm_3029.wav"]	["イ⸢チニ⸣チ","イ⸢チ⸣リ","イ⸢チニン"]	["htm_3029.wav","htm_3029.wav","htm_3029.wav"]	["イ⸢チニ⸣チ","イ⸢チ⸣リ","イ⸢チニン"]
3	2943	["htm_2943.wav"]	["⸢イシキ⸣バ"]	["htm_2943.wav","htm_2943.wav","htm_2943.wav"]	["⸢イシキ⸣バ","⸢イシキ⸣バ","⸢イシキ⸣バ"]
3	2699	["htm_2699.wav","x"]	["ウ⸢レー⸣ラン　ク⸢リル　⸢イシゥ⸣カー",null]	["htm_2699.wav","x","x"]	["ウ⸢レー⸣ラン　ク⸢リル　⸢イシゥ⸣カー",null,"ウ⸢レー⸣ラン　ク⸢リル　⸢イシゥ⸣カー"]
3	2698	["htm_2698.wav","x"]	["ク⸢ヌ　キン⸣ヌ　⸣タケー　⸢イシゥカー⸣リバ　ン⸢ベーマ⸣　ナー⸢ナー⸣シ　⸣ヌイ　ッ⸢ふィーリ⸣バ",null]	["htm_2698.wav","x","x"]	["ク⸢ヌ　キン⸣ヌ　⸣タケー　⸢イシゥカー⸣リバ　ン⸢ベーマ⸣　ナー⸢ナー⸣シ　⸣ヌイ　ッ⸢ふィーリ⸣バ",null,"ク⸢ヌ　キン⸣ヌ　⸣タケー　⸢イシゥカー⸣リバ　ン⸢ベーマ⸣　ナー⸢ナー⸣シ　⸣ヌイ　ッ⸢ふィーリ⸣バ"]
3	2694	["x","htm_2694.wav"]	["⸢イシゥ⸣カー　⸣クトー　⸢ナー⸣ヌ",null]	["x","x","htm_2694.wav"]	["⸢イシゥ⸣カー　⸣クトー　⸢ナー⸣ヌ",null,"⸢イシゥ⸣カー　⸣クトー　⸢ナー⸣ヌ"]
3	2019	["x","htm_2019.wav"]	["ア⸢ムサ⸣ヌ　ウ⸢キララ⸣ヌ"]	["x","htm_2019.wav","htm_2019.wav"]	["ア⸢ムサ⸣ヌ　ウ⸢キララ⸣ヌ","ア⸢ムサ⸣ヌ　ウ⸢キララ⸣ヌ","ア⸢ムサ⸣ヌ　ウ⸢キララ⸣ヌ"]
3	1434	["x","htm_1434.wav"]	["ア⸢チ⸣ライバ"]	["x","htm_1434.wav","htm_1434.wav"]	["ア⸢チ⸣ライバ","ア⸢チ⸣ライバ","ア⸢チ⸣ライバ"]
3	1432	["x","htm_1432.wav"]	["ア⸢チラー⸣ヌ"]	["x","htm_1432.wav","htm_1432.wav"]	["ア⸢チラー⸣ヌ","ア⸢チラー⸣ヌ","ア⸢チラー⸣ヌ"]
3	1281	["x","htm_1281.wav"]	["⸢パー⸣ク　ア⸢ジ⸣バ"]	["x","htm_1281.wav","htm_1281.wav"]	["⸢パー⸣ク　ア⸢ジ⸣バ","⸢パー⸣ク　ア⸢ジ⸣バ","⸢パー⸣ク　ア⸢ジ⸣バ"]
3	754	["htm_754.wav","x"]	["ガ⸢マ⸣ジ　⸣キズン"]	["htm_754.wav","x","htm_754.wav"]	["ガ⸢マ⸣ジ　⸣キズン","ガ⸢マ⸣ジ　⸣キズン","ガ⸢マ⸣ジ　⸣キズン"]
3	753	["htm_753.wav","x"]	["ガ⸢マ⸣ジ　⸢ユーン"]	["htm_753.wav","x","htm_753.wav"]	["ガ⸢マ⸣ジ　⸢ユーン","ガ⸢マ⸣ジ　⸢ユーン","ガ⸢マ⸣ジ　⸢ユーン"]
2	34188	["htm_34188.wav"]	["⸢パイタ⸣ナー　ンー⸢マーマ⸣ヌ　マ⸢レーン⸣ツォー","⸢ヤー⸣　ク⸢ヌ　ヤー⸣ヌ　ウ⸢チ⸣ナカー　⸢ンーマ⸣ヌ　⸣カタ　⸣アンティ　⸣スー"]	["htm_34188.wav","htm_34188.wav"]	["⸢パイタ⸣ナー　ンー⸢マーマ⸣ヌ　マ⸢レーン⸣ツォー","⸢ヤー⸣　ク⸢ヌ　ヤー⸣ヌ　ウ⸢チ⸣ナカー　⸢ンーマ⸣ヌ　⸣カタ　⸣アンティ　⸣スー"]
2	34165	["x","htm_34165.wav"]	["ン⸢マー⸣カー　⸢バン⸣ヌン　ッ⸢ふァーシ"]	["x","htm_34165.wav"]	["ン⸢マー⸣カー　⸢バン⸣ヌン　ッ⸢ふァーシ","ン⸢マー⸣カー　⸢バン⸣ヌン　ッ⸢ふァーシ"]
2	34164	["x","htm_34164.wav"]	["ン⸢マー⸣　ムノーラ　イ⸢ラ⸣ビ　ッ⸢ふァイ⸣バ"]	["x","htm_34164.wav"]	["ン⸢マー⸣　ムノーラ　イ⸢ラ⸣ビ　ッ⸢ふァイ⸣バ","ン⸢マー⸣　ムノーラ　イ⸢ラ⸣ビ　ッ⸢ふァイ⸣バ"]
2	34163	["x","htm_34163.wav"]	["ク⸢レー⸣　ン⸢マー⸣ヌ　プ⸢スンマー⸣　ッ⸢ふァーサラヌ"]	["x","htm_34163.wav"]	["ク⸢レー⸣　ン⸢マー⸣ヌ　プ⸢スンマー⸣　ッ⸢ふァーサラヌ","ク⸢レー⸣　ン⸢マー⸣ヌ　プ⸢スンマー⸣　ッ⸢ふァーサラヌ"]
2	34162	["x","htm_34162.wav"]	["⸢イー⸣ヤ　ン⸢マー⸣ンドゥ　⸢スー⸣ヤ　ン⸢マーナー⸣ヌ"]	["x","htm_34162.wav"]	["⸢イー⸣ヤ　ン⸢マー⸣ンドゥ　⸢スー⸣ヤ　ン⸢マーナー⸣ヌ","⸢イー⸣ヤ　ン⸢マー⸣ンドゥ　⸢スー⸣ヤ　ン⸢マーナー⸣ヌ"]
2	34080	["x","htm_34080.wav"]	["ム⸢カシ⸣ヌ　ヤ⸢ラ⸣ベー　⸣ユー　⸢ンーマガー⸣タ　⸢シー⸣　ア⸢サブタン⸠ダー"]	["x","htm_34080.wav"]	["ム⸢カシ⸣ヌ　ヤ⸢ラ⸣ベー　⸣ユー　⸢ンーマガー⸣タ　⸢シー⸣　ア⸢サブタン⸠ダー","ム⸢カシ⸣ヌ　ヤ⸢ラ⸣ベー　⸣ユー　⸢ンーマガー⸣タ　⸢シー⸣　ア⸢サブタン⸠ダー"]
2	34070	["x","htm_34070.wav"]	["⸢ンーナヤシキ⸣ナ　カ⸢ブッチ⸣　イ⸢ビ⸣シケーター　イッ⸢ケン⸣　ナレーン⸢ダー"]	["x","htm_34070.wav"]	["⸢ンーナヤシキ⸣ナ　カ⸢ブッチ⸣　イ⸢ビ⸣シケーター　イッ⸢ケン⸣　ナレーン⸢ダー","⸢ンーナヤシキ⸣ナ　カ⸢ブッチ⸣　イ⸢ビ⸣シケーター　イッ⸢ケン⸣　ナレーン⸢ダー"]
2	34068	["x","htm_34068.wav"]	["⸢ンーナヤー⸣　ナ⸢サン⸣ドーシ　プ⸢スン⸣　カ⸢ラシ⸣バ"]	["x","htm_34068.wav"]	["⸢ンーナヤー⸣　ナ⸢サン⸣ドーシ　プ⸢スン⸣　カ⸢ラシ⸣バ","⸢ンーナヤー⸣　ナ⸢サン⸣ドーシ　プ⸢スン⸣　カ⸢ラシ⸣バ"]
2	34067	["htm_34067.wav","x"]	["イ⸢サンケー⸣　ク⸢シパッ⸣ター　シ⸢マ⸣ナー　⸢ンーナヤー<ア⸢キヤー>ル⸣　ヌ⸢カ⸣レー"]	["htm_34067.wav","x"]	["イ⸢サンケー⸣　ク⸢シパッ⸣ター　シ⸢マ⸣ナー　⸢ンーナヤー<ア⸢キヤー>ル⸣　ヌ⸢カ⸣レー","イ⸢サンケー⸣　ク⸢シパッ⸣ター　シ⸢マ⸣ナー　⸢ンーナヤー<ア⸢キヤー>ル⸣　ヌ⸢カ⸣レー"]
2	34065	["x","htm_34065.wav"]	["⸢ンーナムヌバ⸣　プ⸢スン⸣　ッ⸢ふィー⸣　シケー"]	["x","htm_34065.wav"]	["⸢ンーナムヌバ⸣　プ⸢スン⸣　ッ⸢ふィー⸣　シケー","⸢ンーナムヌバ⸣　プ⸢スン⸣　ッ⸢ふィー⸣　シケー"]
